pmid,year,title,journal,screen_reason,url
24271530,1996,The effects of ultraviolet irradiation on P680(+) reduction in PS II core complexes measured for individual S-states and during repetitive cycling of the oxygen-evolving complex.,Photosynthesis research,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/24271530/
8677503,1996,An automated fast MR-imaging method for localized measurements of dose distributions using NMR-Fricke gel dosimetry. Evaluation of influences on the measurement accuracy.,Strahlentherapie und Onkologie : Organ der Deutschen Rontgengesellschaft ... [et al],no ultra-high-dose-rate signature (rad signal=2),https://pubmed.ncbi.nlm.nih.gov/8677503/
24301820,1996,Photoinhibition of Photosystem I electron transfer activity in isolated Photosystem I preparations with different chlorophyll contents.,Photosynthesis research,no radiation signal + off-topic term: chromatograph,https://pubmed.ncbi.nlm.nih.gov/24301820/
8657729,1996,Intensity-dependent enzyme photosensitization using 532 nm nanosecond laser pulses.,Photochemistry and photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/8657729/
8621299,1996,Intra- and interfractional reproducibility of tangential breast fields: a prospective on-line portal imaging study.,"International journal of radiation oncology, biology, physics",no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/8621299/
8547264,1996,Mechanism of native oat phytochrome photoreversion: a time-resolved absorption investigation.,Biochemistry,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/8547264/
9070990,1996,Functional magnetic resonance imaging in a stereotactic setup.,Magnetic resonance imaging,MR/CT imaging 'FLASH': FLASH sequence,https://pubmed.ncbi.nlm.nih.gov/9070990/
9065901,1996,Macroscopic tumor volume of malignant glioma determined by contrast-enhanced magnetic resonance imaging with and without magnetization transfer contrast.,Magnetic resonance imaging,"MR/CT imaging 'FLASH': FLASH (fast, low-angle shot) pulse seque",https://pubmed.ncbi.nlm.nih.gov/9065901/
8778517,1996,"Pulsed laser ablation of soft tissues, gels, and aqueous solutions at temperatures below 100 degrees C.",Lasers in surgery and medicine,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/8778517/
9419634,1995,Potential and limitations of magnetic resonance imaging for real-time monitoring of interstitial laser phototherapy.,Academic radiology,MR/CT imaging 'FLASH': FLASH) sequences,https://pubmed.ncbi.nlm.nih.gov/9419634/
19859480,1995,Pattern generation method by direct toner irradiation.,Optics letters,off-topic sense of 'flash': light flash,https://pubmed.ncbi.nlm.nih.gov/19859480/
7596278,1995,Magnetic resonance imaging of microwave induced tissue heating.,Magnetic resonance in medicine,MR/CT imaging 'FLASH': MRI control using a T1-weighted FLASH,https://pubmed.ncbi.nlm.nih.gov/7596278/
29281299,1995,"Responses of the Medaka Fish Egg (Oryzias latipes) to the Photolysis of Microinjected Nitrophenyl-EGTA, a Photolabile Calcium Chelator.",The Biological bulletin,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/29281299/
15299330,1995,Cryocrystallography of influenza virus hemagglutinin crystals.,"Acta crystallographica. Section D, Biological crystallography",no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/15299330/
7791502,1995,Model study to investigate the contribution of spallation to pulsed laser ablation of tissue.,Lasers in surgery and medicine,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/7791502/
7947780,1994,Conformational changes in rhodopsin probed by surface plasmon resonance spectroscopy.,Biochemistry,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/7947780/
7878213,1994,"Improved target volume definition for precision radiotherapy planning of meningiomas by correlation of CT and dynamic, Gd-DTPA-enhanced FLASH MR imaging.",Radiotherapy and oncology : journal of the European Society for Therapeutic Radiology and Oncology,MR/CT imaging 'FLASH': gradient-echo sequence (FLASH,https://pubmed.ncbi.nlm.nih.gov/7878213/
8040431,1994,MRI-guided laser-induced interstitial thermotherapy of cerebral neoplasms.,Journal of computer assisted tomography,MR/CT imaging 'FLASH': FLASH sequence,https://pubmed.ncbi.nlm.nih.gov/8040431/
8013855,1994,"[Pelvimetry using various magnetic resonance tomography techniques vs. digital image enhancement radiography: accuracy, time requirement and energy exposure].",Geburtshilfe und Frauenheilkunde,MR/CT imaging 'FLASH': gradient-echo-sequence (FLASH,https://pubmed.ncbi.nlm.nih.gov/8013855/
8119976,1994,Caged nitric oxide. Stable organic molecules from which nitric oxide can be photoreleased.,The Journal of biological chemistry,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/8119976/
8165232,1994,An efficient oxygen independent two-photon photosensitization mechanism.,Photochemistry and photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/8165232/
8312425,1994,UV-flash: clinical evaluation in 97 patients; results of a French multicenter trial.,Peritoneal dialysis international : journal of the International Society for Peritoneal Dialysis,no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/8312425/
8312476,1993,Excitatory signaling in bacterial probed by caged chemoeffectors.,Biophysical journal,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/8312476/
8413196,1993,Photolyase-dimer-DNA complexes and exclusion stimulation in Escherichia coli: depolarization of the plasma membrane.,Molecular & general genetics : MGG,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/8413196/
8497261,1993,Rapid changes in Drosophila transcription after an instantaneous heat shock.,Molecular and cellular biology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/8497261/
8504458,1993,"Cell photodamage, a potential hazard when measuring cytoplasmic Ca2+ with fura-2.",Cell structure and function,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/8504458/
24318003,1993,Inactivation of photosynthetic oxygen evolution by UV-B irradiation: A thermoluminescence study.,Photosynthesis research,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/24318003/
15091857,1993,Hydrogen peroxide mediated photodegradation of phenol as studied by a flash photolysis/HPLC technique.,"Environmental pollution (Barking, Essex : 1987)",no radiation signal + off-topic term: chromatograph,https://pubmed.ncbi.nlm.nih.gov/15091857/
1468615,1992,Effect of flash photoreactivation on Escherichia coli recA induction by ultraviolet light.,FEMS microbiology letters,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/1468615/
1593058,1992,Origin of arterial wall dissections induced by pulsed excimer and mid-infrared laser ablation in the pig.,Journal of the American College of Cardiology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/1593058/
1729289,1992,MRI and MRA in treatment planning of subdiaphragmatic radiation therapy.,Journal of computer assisted tomography,MR/CT imaging 'FLASH': FLASH-2D sequence,https://pubmed.ncbi.nlm.nih.gov/1729289/
1529395,1992,"[A new adjuvant therapy modality in the treatment of superficial bladder carcinoma. Study of feasibility of postoperative radiotherapy ""flash""].",Minerva urologica e nefrologica = The Italian journal of urology and nephrology,no ultra-high-dose-rate signature (rad signal=2),https://pubmed.ncbi.nlm.nih.gov/1529395/
1909422,1991,Inactivation of lacZ gene expression by UV light and bound DNA photolyase implies formation of extended complexes in the genomes of specific Escherichia coli strains.,Molecular & general genetics : MGG,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/1909422/
2062832,1991,Observation of the light-triggered binding of pyrone to chymotrypsin by Laue x-ray crystallography.,Proceedings of the National Academy of Sciences of the United States of America,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/2062832/
2010812,1991,Spatial restriction of light adaptation and mutation-induced inactivation in fly photoreceptors.,The Journal of neuroscience : the official journal of the Society for Neuroscience,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/2010812/
24414573,1991,Two sites of photoinhibition of the electron transfer in oxygen evolving and Tris-treated PS II membrane fragments from spinach.,Photosynthesis research,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/24414573/
1990985,1991,Capillary hemangiomas and treatment with the flash lamp-pumped pulsed dye laser.,Archives of dermatology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/1990985/
1809578,1991,High dose melphalan and ABMT with or without abdominal radiotherapy as consolidation treatment for ovarian carcinoma in complete remission or with microscopic residual disease.,European journal of gynaecological oncology,no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/1809578/
2128489,1990,X-ray diffraction and flash photolysis studies of M intermediate of lattice-contracted purple membrane.,Journal of biochemistry,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/2128489/
1962858,1990,Chloranil-photosensitized monomerization of dimethylthymine cyclobutane dimers and effect of magnesium perchlorate.,Photochemistry and photobiology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/1962858/
2365141,1990,Do visual evoked potentials detect neural damage in children treated for cancer?,Developmental medicine and child neurology,no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/2365141/
2263154,1990,Histologic comparison of the pulsed dye laser and copper vapor laser effects on pig skin.,Lasers in surgery and medicine,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/2263154/
2109062,1990,Light adaptation in cone photoreceptors of the salamander: a role for cytoplasmic calcium.,The Journal of physiology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/2109062/
2623050,1989,"Photosensitized reactions of poly(U) with tris(2,2'-bipyridyl)ruthenium(II) and peroxydisulfate.",Photochemistry and photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/2623050/
2549428,1989,Augmentation of cardiac calcium current by flash photolysis of intracellular caged-Ca2+ molecules.,Nature,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/2549428/
2574247,1989,[Peculiarity of pulsed dye laser lithotriptor and its clinical application].,Nihon Hinyokika Gakkai zasshi. The japanese journal of urology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/2574247/
2546799,1989,Electron transfer reactions in photosystem I following vitamin K1 depletion by ultraviolet irradiation.,FEBS letters,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/2546799/
2727078,1989,Acrylamide quenching of tryptophan photochemistry and photophysics.,Photochemistry and photobiology,no radiation signal + off-topic term: chromatograph,https://pubmed.ncbi.nlm.nih.gov/2727078/
24424683,1989,Investigations of the polarity of the photo-induced electrical signal of chloroplast suspensions.,Photosynthesis research,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/24424683/
2788958,1989,The luminance-response function of the dark-adapted human electroretinogram.,Vision research,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/2788958/
2500946,1989,Monitor unit calculations for breast or chest wall treatments.,Medical dosimetry : official journal of the American Association of Medical Dosimetrists,no ultra-high-dose-rate signature (rad signal=2),https://pubmed.ncbi.nlm.nih.gov/2500946/
2500887,1989,[Invasive tumors of the bladder. A study of 56 cases treated at the Gustave-Roussy Institute by total cystectomy and radiotherapy].,Annales d'urologie,no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/2500887/
3137570,1988,Photolabile chelators for the rapid photorelease of divalent cations.,Proceedings of the National Academy of Sciences of the United States of America,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/3137570/
22148784,1988,IR flash kinetic spectroscopy of transients generated by irradiation of cyclopentadienylcobalt dicarbonyl in the gas phase and in solution.,Journal of the American Chemical Society,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/22148784/
3220823,1988,Studies on the equilibria and kinetics of the reactions of ferrous catalase with ligands.,Journal of biochemistry,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/3220823/
3149292,1988,Singlet oxygen production and photoisomerization: two competitive processes for merocyanine 540 irradiated with visible light.,"Journal of photochemistry and photobiology. B, Biology",off-topic title subject: photoisomeri,https://pubmed.ncbi.nlm.nih.gov/3149292/
