pmid,year,title,journal,screen_reason,url
24271530,1996,The effects of ultraviolet irradiation on P680(+) reduction in PS II core complexes measured for individual S-states and during repetitive cycling of the oxygen-evolving complex.,Photosynthesis research,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/24271530/
24301820,1996,Photoinhibition of Photosystem I electron transfer activity in isolated Photosystem I preparations with different chlorophyll contents.,Photosynthesis research,no radiation signal + off-topic term: chromatograph,https://pubmed.ncbi.nlm.nih.gov/24301820/
8547264,1996,Mechanism of native oat phytochrome photoreversion: a time-resolved absorption investigation.,Biochemistry,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/8547264/
8778517,1996,"Pulsed laser ablation of soft tissues, gels, and aqueous solutions at temperatures below 100 degrees C.",Lasers in surgery and medicine,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/8778517/
19859480,1995,Pattern generation method by direct toner irradiation.,Optics letters,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/19859480/
29281299,1995,"Responses of the Medaka Fish Egg (Oryzias latipes) to the Photolysis of Microinjected Nitrophenyl-EGTA, a Photolabile Calcium Chelator.",The Biological bulletin,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/29281299/
7947780,1994,Conformational changes in rhodopsin probed by surface plasmon resonance spectroscopy.,Biochemistry,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/7947780/
8119976,1994,Caged nitric oxide. Stable organic molecules from which nitric oxide can be photoreleased.,The Journal of biological chemistry,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/8119976/
8165232,1994,An efficient oxygen independent two-photon photosensitization mechanism.,Photochemistry and photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/8165232/
8312476,1993,Excitatory signaling in bacterial probed by caged chemoeffectors.,Biophysical journal,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/8312476/
8413196,1993,Photolyase-dimer-DNA complexes and exclusion stimulation in Escherichia coli: depolarization of the plasma membrane.,Molecular & general genetics : MGG,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/8413196/
24318003,1993,Inactivation of photosynthetic oxygen evolution by UV-B irradiation: A thermoluminescence study.,Photosynthesis research,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/24318003/
15091857,1993,Hydrogen peroxide mediated photodegradation of phenol as studied by a flash photolysis/HPLC technique.,"Environmental pollution (Barking, Essex : 1987)",no radiation signal + off-topic term: chromatograph,https://pubmed.ncbi.nlm.nih.gov/15091857/
1468615,1992,Effect of flash photoreactivation on Escherichia coli recA induction by ultraviolet light.,FEMS microbiology letters,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/1468615/
2062832,1991,Observation of the light-triggered binding of pyrone to chymotrypsin by Laue x-ray crystallography.,Proceedings of the National Academy of Sciences of the United States of America,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/2062832/
24414573,1991,Two sites of photoinhibition of the electron transfer in oxygen evolving and Tris-treated PS II membrane fragments from spinach.,Photosynthesis research,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/24414573/
1990985,1991,Capillary hemangiomas and treatment with the flash lamp-pumped pulsed dye laser.,Archives of dermatology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/1990985/
1809578,1991,High dose melphalan and ABMT with or without abdominal radiotherapy as consolidation treatment for ovarian carcinoma in complete remission or with microscopic residual disease.,European journal of gynaecological oncology,no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/1809578/
2128489,1990,X-ray diffraction and flash photolysis studies of M intermediate of lattice-contracted purple membrane.,Journal of biochemistry,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/2128489/
1962858,1990,Chloranil-photosensitized monomerization of dimethylthymine cyclobutane dimers and effect of magnesium perchlorate.,Photochemistry and photobiology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/1962858/
2263154,1990,Histologic comparison of the pulsed dye laser and copper vapor laser effects on pig skin.,Lasers in surgery and medicine,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/2263154/
2623050,1989,"Photosensitized reactions of poly(U) with tris(2,2'-bipyridyl)ruthenium(II) and peroxydisulfate.",Photochemistry and photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/2623050/
2549428,1989,Augmentation of cardiac calcium current by flash photolysis of intracellular caged-Ca2+ molecules.,Nature,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/2549428/
2546799,1989,Electron transfer reactions in photosystem I following vitamin K1 depletion by ultraviolet irradiation.,FEBS letters,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/2546799/
2500887,1989,[Invasive tumors of the bladder. A study of 56 cases treated at the Gustave-Roussy Institute by total cystectomy and radiotherapy].,Annales d'urologie,no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/2500887/
3137570,1988,Photolabile chelators for the rapid photorelease of divalent cations.,Proceedings of the National Academy of Sciences of the United States of America,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/3137570/
22148784,1988,IR flash kinetic spectroscopy of transients generated by irradiation of cyclopentadienylcobalt dicarbonyl in the gas phase and in solution.,Journal of the American Chemical Society,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/22148784/
3220823,1988,Studies on the equilibria and kinetics of the reactions of ferrous catalase with ligands.,Journal of biochemistry,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/3220823/
3149292,1988,Singlet oxygen production and photoisomerization: two competitive processes for merocyanine 540 irradiated with visible light.,"Journal of photochemistry and photobiology. B, Biology",off-topic title subject: photoisomeri,https://pubmed.ncbi.nlm.nih.gov/3149292/
3497119,1987,Intratumoural light distribution in an experimental mouse tumour irradiated by a diffuse-light irradiator compared with unilateral helium-neon light for photodynamic therapy.,"International journal of radiation biology and related studies in physics, chemistry, and medicine",no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/3497119/
3474089,1987,The latency of the visual evoked potential as an index of myelin disturbance in children treated for acute lymphoblastic leukemia.,Clinical EEG (electroencephalography),no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/3474089/
3317149,1987,Photoreceptor processes in visual adaptation.,Neuroscience research. Supplement : the official journal of the Japan Neuroscience Society,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/3317149/
3099167,1986,RNA polymerase II interacts with the promoter region of the noninduced hsp70 gene in Drosophila melanogaster cells.,Molecular and cellular biology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/3099167/
3756226,1986,[Effect of antioxidants on the psoralen photo-oxidation process].,Biofizika,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/3756226/
3012817,1986,Direct evidence for the inhibition of platelet aggregation and release by intracellular cyclic AMP produced with a new photoactivatable derivative.,Thrombosis and haemostasis,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/3012817/
3942737,1986,Photoaffinity labeling of whole cells by flashed light: a simple apparatus for high-energy ultraviolet flashes.,Biochimica et biophysica acta,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/3942737/
4044587,1985,Flash photolysis studies on the CO complexes of ferrous cytochrome P-450scc and cytochrome P-45011 beta. Effects of steroid binding on the photochemical and ligand binding properties.,The Journal of biological chemistry,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/4044587/
2993183,1985,Model studies for the direct effect of high-energy irradiation on DNA. Mechanism of strand break formation induced by laser photoionization of poly U in aqueous solution.,"International journal of radiation biology and related studies in physics, chemistry, and medicine",off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/2993183/
2990445,1985,Laser-flash-photolysis studies of p-cresol methylhydroxylase. Electron-transfer properties of the flavin and haem components.,The Biochemical journal,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/2990445/
2411944,1985,Calcium channels are 'unblocked' within a few milliseconds after photoremoval of nifedipine.,Journal of molecular and cellular cardiology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/2411944/
2981856,1985,Reversible acidic-alkaline transition of the carbon monoxide complex of cytochrome c peroxidase.,The Journal of biological chemistry,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/2981856/
4024475,1985,A photoproduct with 13-cis retinal generated by irradiation with violet light in the octopus retina.,Vision research,no radiation signal + off-topic term: chromatograph,https://pubmed.ncbi.nlm.nih.gov/4024475/
6740956,1984,Rhodopsin and visual adaptation: analysis of photoreceptor thresholds in the isolated skate retina.,Vision research,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/6740956/
6300406,1983,Changes of ultraviolet sensitivity of voltage-clamped sodium channels during their potential-induced conductance cycle.,The Journal of membrane biology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/6300406/
17784356,1982,Photosynthetic hydrogen and oxygen production: kinetic studies.,"Science (New York, N.Y.)",no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/17784356/
7272450,1981,Flash photolysis and low temperature photochemistry of bovine rhodopsin with a fixed 11-ene.,Biophysical journal,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/7272450/
6175185,1981,Human monocytes and lymphocytes differ in the rate of DNA repair synthesis and viability after exposure to nitrogen mustard.,Acta medica Scandinavica,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/6175185/
7436369,1980,Long-term cerebral effects of small doses of x-irradiation in childhood as manifested in adult visual evoked responses.,Annals of neurology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/7436369/
6447509,1980,Millisecond photo-cross-linking of protein components in vertebrate striated muscle thin filaments.,Biochemistry,no topic keywords and no radiation signal,https://pubmed.ncbi.nlm.nih.gov/6447509/
7378388,1980,Direct evidence for the calcium-induced change in the quaternary structure of troponin in situ. Millisecond cross-linking of troponin components by a photosensitive heterobifunctional reagent.,Biochemistry,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/7378388/
524331,1979,An 11-year assessment of 93 flash-frozen homograft valves in the aortic position.,The Thoracic and cardiovascular surgeon,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/524331/
494353,1979,Participation of granulosa cell populations in radiation response of the follicular apparatus in the ovary of mice.,Strahlentherapie,no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/494353/
